index,content_type,avg_score,critique,scores
22,ecommerce_long_form,5.0,专业性强，信息清晰，信任感十足,"{'score_professionalism_persuasion': 5, 'score_clarity_value': 5, 'score_trust_building': 5, 'critique': '专业性强，信息清晰，信任感十足'}"
23,paid_ad_cta,5.0,文案极具冲击力，能迅速激发好奇心并击中痛点，完美符合信息流广告的短平快要求。,"{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案极具冲击力，能迅速激发好奇心并击中痛点，完美符合信息流广告的短平快要求。'}"
24,paid_ad_pas,4.8,极具冲击力的痛点描述和解决方案，完美击中目标受众的焦虑点。,"{'score_suitability_brevity': 4, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '极具冲击力的痛点描述和解决方案，完美击中目标受众的焦虑点。'}"
25,paid_ad_bab,3.0,灾难性的冗长，包含了大段的、不必要的细节，完全不适合作为付费广告。,"{'score_suitability_brevity': 1, 'score_click_appeal': 3, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 3, 'critique': '灾难性的冗长，包含了大段的、不必要的细节，完全不适合作为付费广告。'}"
26,paid_ad_fab,4.4,文案内容丰富且信息准确，但略显冗长，可能不适合快速滑动的信息流广告场景。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案内容丰富且信息准确，但略显冗长，可能不适合快速滑动的信息流广告场景。'}"
27,social_media_review,4.5,真实感强，互动潜力高,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '真实感强，互动潜力高'}"
28,social_media_educational,4.5,情感真挚，科普到位,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '情感真挚，科普到位'}"
29,social_media_myth_busting,4.5,专业与真实感兼具,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '专业与真实感兼具'}"
30,social_media_storytelling,4.5,情感真挚，专业与感性平衡,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '情感真挚，专业与感性平衡'}"
31,ecommerce_long_form,5.0,专业性强，信息清晰，信任感十足,"{'score_professionalism_persuasion': 5, 'score_clarity_value': 5, 'score_trust_building': 5, 'critique': '专业性强，信息清晰，信任感十足'}"
32,paid_ad_cta,5.0,文案极具冲击力，能迅速激发好奇心并击中痛点，行动号召明确且有说服力。,"{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案极具冲击力，能迅速激发好奇心并击中痛点，行动号召明确且有说服力。'}"
33,paid_ad_pas,5.0,文案极具冲击力，能迅速激发好奇心并击中痛点，完美符合痛点-放大-解决风格。,"{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案极具冲击力，能迅速激发好奇心并击中痛点，完美符合痛点-放大-解决风格。'}"
34,paid_ad_bab,4.2,文案情感共鸣强，但信息流广告场景下略显冗长。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案情感共鸣强，但信息流广告场景下略显冗长。'}"
35,paid_ad_fab,4.2,文案内容丰富，但略显冗长，可能影响信息流的快速阅读效果。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案内容丰富，但略显冗长，可能影响信息流的快速阅读效果。'}"
36,social_media_review,5.0,完美融合品牌理念与真实故事,"{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '完美融合品牌理念与真实故事'}"
37,social_media_educational,4.75,专业科普，触动人心,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普，触动人心'}"
38,social_media_myth_busting,4.75,专业且引人入胜的防晒科普,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业且引人入胜的防晒科普'}"
39,social_media_storytelling,4.5,情感真挚，专业与感性平衡,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '情感真挚，专业与感性平衡'}"
40,ecommerce_long_form,5.0,专业性强，信息清晰，信任感十足,"{'score_professionalism_persuasion': 5, 'score_clarity_value': 5, 'score_trust_building': 5, 'critique': '专业性强，信息清晰，信任感十足'}"
41,paid_ad_cta,4.8,钩子极具冲击力，能迅速激发好奇心并击中痛点，是文案的最大优点。,"{'score_suitability_brevity': 4, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '钩子极具冲击力，能迅速激发好奇心并击中痛点，是文案的最大优点。'}"
42,paid_ad_pas,4.4,文案在点击吸引力和行动号召有效性方面表现优秀，但在简洁性上略显冗长，部分内容可以进一步精简以适应信息流广告的快速阅读场景。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案在点击吸引力和行动号召有效性方面表现优秀，但在简洁性上略显冗长，部分内容可以进一步精简以适应信息流广告的快速阅读场景。'}"
43,paid_ad_bab,4.4,文案情感丰富且符合品牌人格，但略显冗长，不符合信息流广告'短平快'的要求。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': ""文案情感丰富且符合品牌人格，但略显冗长，不符合信息流广告'短平快'的要求。""}"
44,paid_ad_fab,4.6,文案极具吸引力，能迅速激发好奇心并击中敏感肌用户的痛点，但CTA部分可以更直接有力。,"{'score_suitability_brevity': 4, 'score_click_appeal': 5, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案极具吸引力，能迅速激发好奇心并击中敏感肌用户的痛点，但CTA部分可以更直接有力。'}"
45,social_media_review,4.5,情感真挚，专业与感性平衡,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '情感真挚，专业与感性平衡'}"
46,social_media_educational,4.5,科普性强，情感真挚,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '科普性强，情感真挚'}"
47,social_media_myth_busting,4.75,专业与真实感并存,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业与真实感并存'}"
48,social_media_storytelling,4.75,情感真挚，专业与感性完美融合,"{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '情感真挚，专业与感性完美融合'}"
49,ecommerce_long_form,5.0,专业性强，信息清晰，信任感十足,"{'score_professionalism_persuasion': 5, 'score_clarity_value': 5, 'score_trust_building': 5, 'critique': '专业性强，信息清晰，信任感十足'}"
50,paid_ad_cta,5.0,钩子极具冲击力，能迅速激发好奇心或击中痛点，让我不点就难受。,"{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '钩子极具冲击力，能迅速激发好奇心或击中痛点，让我不点就难受。'}"
51,paid_ad_pas,4.8,极具冲击力的痛点放大和解决方式，能迅速抓住目标受众的注意力。,"{'score_suitability_brevity': 4, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '极具冲击力的痛点放大和解决方式，能迅速抓住目标受众的注意力。'}"
52,paid_ad_bab,4.4,文案情感共鸣强烈，但略显冗长，不符合信息流广告的'短平快'要求。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': ""文案情感共鸣强烈，但略显冗长，不符合信息流广告的'短平快'要求。""}"
53,paid_ad_fab,4.0,文案内容丰富，但略显冗长，可能影响信息流广告的快速阅读效果。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案内容丰富，但略显冗长，可能影响信息流广告的快速阅读效果。'}"
54,social_media_review,4.5,情感真挚，互动性强,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '情感真挚，互动性强'}"
55,social_media_educational,4.75,科普性强，品牌契合度高,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '科普性强，品牌契合度高'}"
56,social_media_myth_busting,4.75,专业与情感完美融合,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业与情感完美融合'}"
57,social_media_storytelling,4.5,情感真挚，专业与感性平衡,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '情感真挚，专业与感性平衡'}"
58,ecommerce_long_form,5.0,专业、清晰、可信赖,"{'score_professionalism_persuasion': 5, 'score_clarity_value': 5, 'score_trust_building': 5, 'critique': '专业、清晰、可信赖'}"
59,paid_ad_cta,5.0,钩子极具冲击力，能迅速激发好奇心或击中痛点，让我不点就难受。,"{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '钩子极具冲击力，能迅速激发好奇心或击中痛点，让我不点就难受。'}"
60,paid_ad_pas,4.6,极具冲击力的痛点放大，能迅速激发好奇心或击中痛点，让我不点就难受。,"{'score_suitability_brevity': 3, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '极具冲击力的痛点放大，能迅速激发好奇心或击中痛点，让我不点就难受。'}"
61,paid_ad_bab,4.4,文案内容丰富且情感化，但部分段落略显冗长，可能影响信息流的快速阅读体验。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案内容丰富且情感化，但部分段落略显冗长，可能影响信息流的快速阅读体验。'}"
62,paid_ad_fab,4.6,极具冲击力的开头，能迅速激发好奇心或击中痛点,"{'score_suitability_brevity': 4, 'score_click_appeal': 5, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '极具冲击力的开头，能迅速激发好奇心或击中痛点'}"
63,social_media_review,4.5,真实反馈，专业与情感平衡,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '真实反馈，专业与情感平衡'}"
64,social_media_educational,4.75,科普清晰，品牌契合度高,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '科普清晰，品牌契合度高'}"
65,social_media_storytelling,4.5,真实动人，专业与情感兼具,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '真实动人，专业与情感兼具'}"
66,ecommerce_long_form,5.0,专业严谨，信息清晰可信,"{'score_professionalism_persuasion': 5, 'score_clarity_value': 5, 'score_trust_building': 5, 'critique': '专业严谨，信息清晰可信'}"
67,paid_ad_cta,5.0,钩子极具冲击力，能迅速激发25岁以上人群的痛点，行动号召明确且有赠品激励，极大提升点击欲望。,"{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '钩子极具冲击力，能迅速激发25岁以上人群的痛点，行动号召明确且有赠品激励，极大提升点击欲望。'}"
68,paid_ad_pas,4.8,极具冲击力的痛点描述和解决方案，完美击中目标受众的焦虑点。,"{'score_suitability_brevity': 4, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '极具冲击力的痛点描述和解决方案，完美击中目标受众的焦虑点。'}"
69,paid_ad_bab,4.6,文案极具冲击力，能迅速激发好奇心或击中痛点，让我不点就难受。,"{'score_suitability_brevity': 3, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案极具冲击力，能迅速激发好奇心或击中痛点，让我不点就难受。'}"
70,paid_ad_fab,4.2,文案内容丰富且准确，但略显冗长，可能不适合快速滑动的信息流广告场景。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案内容丰富且准确，但略显冗长，可能不适合快速滑动的信息流广告场景。'}"
71,social_media_review,5.0,完美融合品牌理念与真实使用体验,"{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '完美融合品牌理念与真实使用体验'}"
72,social_media_educational,4.5,科普性强，情感共鸣佳,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '科普性强，情感共鸣佳'}"
73,social_media_myth_busting,4.5,专业与情感平衡出色,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '专业与情感平衡出色'}"
74,social_media_storytelling,4.75,情感真挚，专业与感性完美融合,"{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '情感真挚，专业与感性完美融合'}"
75,ecommerce_long_form,4.333333333333333,专业且清晰，信任感强,"{'score_professionalism_persuasion': 4, 'score_clarity_value': 5, 'score_trust_building': 4, 'critique': '专业且清晰，信任感强'}"
76,paid_ad_cta,5.0,文案极具冲击力，能迅速激发好奇心并击中痛点，完美符合信息流广告的短平快要求。,"{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案极具冲击力，能迅速激发好奇心并击中痛点，完美符合信息流广告的短平快要求。'}"
77,paid_ad_pas,4.6,极具冲击力的痛点放大，能迅速激发好奇心或击中痛点，让我不点就难受。,"{'score_suitability_brevity': 3, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '极具冲击力的痛点放大，能迅速激发好奇心或击中痛点，让我不点就难受。'}"
78,paid_ad_bab,4.4,文案情感丰富且具有吸引力，但部分段落略显冗长，可能影响信息流的快速阅读体验。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案情感丰富且具有吸引力，但部分段落略显冗长，可能影响信息流的快速阅读体验。'}"
79,paid_ad_fab,4.0,文案在点击吸引力方面表现较好，但简洁性和行动号召有效性有待提升。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案在点击吸引力方面表现较好，但简洁性和行动号召有效性有待提升。'}"
80,social_media_review,4.5,真实反馈，效果显著,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '真实反馈，效果显著'}"
81,social_media_educational,4.0,科普清晰但故事性较弱,"{'score_authenticity_immersion': 3, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '科普清晰但故事性较弱'}"
82,social_media_myth_busting,4.5,专业与情感平衡出色,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '专业与情感平衡出色'}"
83,social_media_storytelling,4.0,情感真挚但专业感稍弱,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 3, 'score_instruction_following': 5, 'critique': '情感真挚但专业感稍弱'}"
84,ecommerce_long_form,5.0,专业性强，信息清晰，信任感十足,"{'score_professionalism_persuasion': 5, 'score_clarity_value': 5, 'score_trust_building': 5, 'critique': '专业性强，信息清晰，信任感十足'}"
85,paid_ad_cta,5.0,文案极具冲击力，能迅速激发好奇心并击中痛点，行动号召明确且有说服力。,"{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案极具冲击力，能迅速激发好奇心并击中痛点，行动号召明确且有说服力。'}"
86,paid_ad_pas,4.6,极具冲击力的痛点放大和解决方式，能迅速抓住注意力并激发点击欲望。,"{'score_suitability_brevity': 3, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '极具冲击力的痛点放大和解决方式，能迅速抓住注意力并激发点击欲望。'}"
87,paid_ad_bab,4.0,文案情感真实且成分逻辑清晰，但作为付费广告略显冗长，需进一步精简以适配信息流快速浏览场景。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案情感真实且成分逻辑清晰，但作为付费广告略显冗长，需进一步精简以适配信息流快速浏览场景。'}"
88,paid_ad_fab,5.0,文案极具冲击力，能迅速激发好奇心并击中痛点，完美符合信息流广告的短平快要求。,"{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案极具冲击力，能迅速激发好奇心并击中痛点，完美符合信息流广告的短平快要求。'}"
89,social_media_review,4.5,真实感强，互动潜力高,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '真实感强，互动潜力高'}"
90,social_media_educational,4.5,科普性强，品牌契合度高,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '科普性强，品牌契合度高'}"
91,social_media_myth_busting,4.75,专业与真实完美结合,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业与真实完美结合'}"
92,social_media_storytelling,4.5,真实感强，互动潜力高,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '真实感强，互动潜力高'}"
93,ecommerce_long_form,5.0,专业性强，信息清晰，信任感十足,"{'score_professionalism_persuasion': 5, 'score_clarity_value': 5, 'score_trust_building': 5, 'critique': '专业性强，信息清晰，信任感十足'}"
94,paid_ad_cta,4.8,钩子部分极具吸引力，能迅速抓住目标受众的痛点，激发点击欲望。,"{'score_suitability_brevity': 4, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '钩子部分极具吸引力，能迅速抓住目标受众的痛点，激发点击欲望。'}"
95,paid_ad_pas,4.4,文案在点击吸引力和行动号召有效性方面表现优秀，但略显冗长，不符合信息流广告的极简要求。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案在点击吸引力和行动号召有效性方面表现优秀，但略显冗长，不符合信息流广告的极简要求。'}"
96,paid_ad_bab,4.4,文案情感丰富且故事性强，能有效吸引目标受众，但部分描述略显冗长，可能影响信息流的快速阅读体验。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案情感丰富且故事性强，能有效吸引目标受众，但部分描述略显冗长，可能影响信息流的快速阅读体验。'}"
97,paid_ad_fab,4.2,文案内容丰富且准确，但略显冗长，可能不适合快速滑动的信息流广告场景。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案内容丰富且准确，但略显冗长，可能不适合快速滑动的信息流广告场景。'}"
98,social_media_review,4.5,真实反馈与专业成分结合,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '真实反馈与专业成分结合'}"
99,social_media_educational,4.5,科普与故事结合，专业且吸引人,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '科普与故事结合，专业且吸引人'}"
100,social_media_myth_busting,4.5,内容价值高，品牌契合度佳,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '内容价值高，品牌契合度佳'}"
101,social_media_storytelling,4.5,情感真挚，专业与感性平衡,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '情感真挚，专业与感性平衡'}"
102,ecommerce_long_form,5.0,专业性强，信息清晰，信任感十足,"{'score_professionalism_persuasion': 5, 'score_clarity_value': 5, 'score_trust_building': 5, 'critique': '专业性强，信息清晰，信任感十足'}"
