index,content_type,avg_score,critique,scores
12,social_media_storytelling,4.25,真实感强，品牌契合度高,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '真实感强，品牌契合度高'}"
13,ecommerce_long_form,5.0,专业性强，信息清晰，信任感十足,"{'score_professionalism_persuasion': 5, 'score_clarity_value': 5, 'score_trust_building': 5, 'critique': '专业性强，信息清晰，信任感十足'}"
14,paid_ad_cta,5.0,极具冲击力的开头和明确的行动号召，完美适配信息流广告的阅读场景。,"{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '极具冲击力的开头和明确的行动号召，完美适配信息流广告的阅读场景。'}"
15,paid_ad_pas,5.0,文案极具冲击力，能迅速激发好奇心并击中痛点，完美符合痛点-放大-解决风格。,"{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案极具冲击力，能迅速激发好奇心并击中痛点，完美符合痛点-放大-解决风格。'}"
16,paid_ad_bab,4.8,文案极具冲击力，能迅速激发好奇心或击中痛点，让我不点就难受。,"{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案极具冲击力，能迅速激发好奇心或击中痛点，让我不点就难受。'}"
17,paid_ad_fab,4.4,极具冲击力的开头能迅速激发好奇心，但行动号召（CTA）部分可以更明确和有说服力。,"{'score_suitability_brevity': 4, 'score_click_appeal': 5, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '极具冲击力的开头能迅速激发好奇心，但行动号召（CTA）部分可以更明确和有说服力。'}"
18,social_media_review,4.75,真实反馈，专业契合,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '真实反馈，专业契合'}"
19,social_media_educational,4.75,科普精准，品牌契合度高,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '科普精准，品牌契合度高'}"
20,social_media_myth_busting,4.75,专业科普，破除误区,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普，破除误区'}"
21,social_media_storytelling,4.5,真实感强，品牌契合度高,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '真实感强，品牌契合度高'}"
22,ecommerce_long_form,5.0,专业严谨，信息清晰，信任感强,"{'score_professionalism_persuasion': 5, 'score_clarity_value': 5, 'score_trust_building': 5, 'critique': '专业严谨，信息清晰，信任感强'}"
23,paid_ad_cta,5.0,钩子极具冲击力，能迅速激发好奇心并击中痛点，完美符合信息流广告的短平快要求。,"{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '钩子极具冲击力，能迅速激发好奇心并击中痛点，完美符合信息流广告的短平快要求。'}"
24,paid_ad_pas,4.8,极具冲击力的开头迅速抓住注意力，痛点放大与解决方案紧密结合。,"{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '极具冲击力的开头迅速抓住注意力，痛点放大与解决方案紧密结合。'}"
25,paid_ad_bab,4.0,文案在点击吸引力方面表现良好，通过具象比喻直击目标人群的肌肤焦虑，但行动号召部分略显模板化，缺乏更强的点击冲动。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案在点击吸引力方面表现良好，通过具象比喻直击目标人群的肌肤焦虑，但行动号召部分略显模板化，缺乏更强的点击冲动。'}"
26,paid_ad_fab,4.2,文案简洁有力，核心成分和效果清晰呈现，但行动号召（CTA）略显模板化，缺乏更强的点击驱动力。,"{'score_suitability_brevity': 4, 'score_click_appeal': 4, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，核心成分和效果清晰呈现，但行动号召（CTA）略显模板化，缺乏更强的点击驱动力。'}"
27,social_media_review,4.5,真实使用反馈，专业与情感平衡,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '真实使用反馈，专业与情感平衡'}"
28,social_media_educational,4.75,科普精准，品牌契合度高,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '科普精准，品牌契合度高'}"
29,social_media_myth_busting,4.75,专业且引人入胜的护肤科普,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业且引人入胜的护肤科普'}"
30,social_media_storytelling,4.5,真实感强，品牌契合度高,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '真实感强，品牌契合度高'}"
31,ecommerce_long_form,4.333333333333333,专业且清晰，信任感强,"{'score_professionalism_persuasion': 4, 'score_clarity_value': 5, 'score_trust_building': 4, 'critique': '专业且清晰，信任感强'}"
32,paid_ad_cta,5.0,极具冲击力的开头迅速抓住注意力，完美符合信息流广告的短平快要求。,"{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '极具冲击力的开头迅速抓住注意力，完美符合信息流广告的短平快要求。'}"
33,paid_ad_pas,4.8,极具冲击力的开头迅速抓住注意力，完美适配信息流广告的短平快特性。,"{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '极具冲击力的开头迅速抓住注意力，完美适配信息流广告的短平快特性。'}"
34,paid_ad_bab,5.0,文案极具冲击力，能迅速激发好奇心并击中痛点，完美符合信息流广告的短平快特性。,"{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案极具冲击力，能迅速激发好奇心并击中痛点，完美符合信息流广告的短平快特性。'}"
35,paid_ad_fab,5.0,极具冲击力的开头和明确的CTA，完美适配信息流广告的阅读场景。,"{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '极具冲击力的开头和明确的CTA，完美适配信息流广告的阅读场景。'}"
36,social_media_review,4.5,真实感强，品牌契合度高,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '真实感强，品牌契合度高'}"
37,social_media_educational,4.25,专业科普但故事性稍弱,"{'score_authenticity_immersion': 3, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普但故事性稍弱'}"
38,social_media_myth_busting,4.25,真实感强，品牌契合度高,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '真实感强，品牌契合度高'}"
39,social_media_storytelling,5.0,真实感人，专业与温情并存,"{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '真实感人，专业与温情并存'}"
40,ecommerce_long_form,5.0,专业、清晰、可信,"{'score_professionalism_persuasion': 5, 'score_clarity_value': 5, 'score_trust_building': 5, 'critique': '专业、清晰、可信'}"
41,paid_ad_cta,4.8,文案简洁有力，完美符合信息流广告的短平快要求，且CTA明确有效。,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，完美符合信息流广告的短平快要求，且CTA明确有效。'}"
42,paid_ad_pas,4.6,文案简洁有力，痛点放大解决结构清晰，但点击吸引力可以进一步提升。,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，痛点放大解决结构清晰，但点击吸引力可以进一步提升。'}"
43,paid_ad_bab,4.6,文案简洁有力，精准击中物理防晒厚重、提亮不足的痛点，符合品牌调性。,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，精准击中物理防晒厚重、提亮不足的痛点，符合品牌调性。'}"
44,paid_ad_fab,4.0,文案开头具有吸引力，但整体稍显冗长，部分细节可进一步精简以提升信息流广告的效果。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案开头具有吸引力，但整体稍显冗长，部分细节可进一步精简以提升信息流广告的效果。'}"
45,social_media_review,4.5,真实感强，品牌契合度高,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '真实感强，品牌契合度高'}"
46,social_media_educational,4.75,专业科普，高度契合品牌,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普，高度契合品牌'}"
47,social_media_myth_busting,4.75,专业且引人入胜的科普,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业且引人入胜的科普'}"
48,social_media_storytelling,5.0,真实感人，专业与情感完美融合,"{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '真实感人，专业与情感完美融合'}"
49,ecommerce_long_form,5.0,专业严谨，信息透明,"{'score_professionalism_persuasion': 5, 'score_clarity_value': 5, 'score_trust_building': 5, 'critique': '专业严谨，信息透明'}"
50,paid_ad_cta,5.0,文案极具冲击力，能迅速激发好奇心并击中痛点，完美符合信息流广告的短平快要求。,"{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案极具冲击力，能迅速激发好奇心并击中痛点，完美符合信息流广告的短平快要求。'}"
51,paid_ad_pas,4.8,极具冲击力的痛点放大和解决方式，完美适配信息流广告的阅读场景。,"{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '极具冲击力的痛点放大和解决方式，完美适配信息流广告的阅读场景。'}"
52,paid_ad_bab,4.8,极具冲击力的开头能迅速激发好奇心或击中痛点，让我不点就难受。,"{'score_suitability_brevity': 4, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '极具冲击力的开头能迅速激发好奇心或击中痛点，让我不点就难受。'}"
53,paid_ad_fab,4.4,文案简洁有力，信息高度压缩，完美适配信息流的阅读场景。,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，信息高度压缩，完美适配信息流的阅读场景。'}"
54,social_media_review,4.5,真实感强，互动潜力高,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '真实感强，互动潜力高'}"
55,social_media_educational,4.75,专业科普与情感共鸣兼具,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普与情感共鸣兼具'}"
56,social_media_myth_busting,4.5,真实感强，品牌契合度高,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '真实感强，品牌契合度高'}"
57,social_media_storytelling,4.5,真实感强，品牌契合度高,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '真实感强，品牌契合度高'}"
58,ecommerce_long_form,5.0,专业性强，信息清晰，信任感十足,"{'score_professionalism_persuasion': 5, 'score_clarity_value': 5, 'score_trust_building': 5, 'critique': '专业性强，信息清晰，信任感十足'}"
59,paid_ad_cta,5.0,钩子极具冲击力，能迅速激发好奇心并击中敏感肌用户的痛点。,"{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '钩子极具冲击力，能迅速激发好奇心并击中敏感肌用户的痛点。'}"
60,paid_ad_pas,5.0,极具冲击力的痛点放大和解决方式，完美符合品牌理念和目标受众需求。,"{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '极具冲击力的痛点放大和解决方式，完美符合品牌理念和目标受众需求。'}"
61,paid_ad_bab,4.4,文案在简洁性和指令遵循度上表现出色，但在行动号召有效性上略显不足，CTA可以更强烈一些。,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案在简洁性和指令遵循度上表现出色，但在行动号召有效性上略显不足，CTA可以更强烈一些。'}"
62,paid_ad_fab,4.4,文案简洁有力，核心信息突出，但CTA部分略显模板化，缺乏更强的行动驱动力。,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，核心信息突出，但CTA部分略显模板化，缺乏更强的行动驱动力。'}"
63,social_media_review,4.5,真实体验与专业融合出色,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '真实体验与专业融合出色'}"
64,social_media_educational,4.75,专业科普，品牌契合度高,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普，品牌契合度高'}"
65,social_media_storytelling,4.5,真实故事与专业融合出色,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '真实故事与专业融合出色'}"
66,ecommerce_long_form,5.0,专业精准，信息全面,"{'score_professionalism_persuasion': 5, 'score_clarity_value': 5, 'score_trust_building': 5, 'critique': '专业精准，信息全面'}"
67,paid_ad_cta,5.0,钩子部分成功击中目标受众的痛点，迅速抓住注意力。,"{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '钩子部分成功击中目标受众的痛点，迅速抓住注意力。'}"
68,paid_ad_pas,5.0,文案极具冲击力，能迅速激发好奇心并击中痛点，完美符合痛点-放大-解决风格。,"{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案极具冲击力，能迅速激发好奇心并击中痛点，完美符合痛点-放大-解决风格。'}"
69,paid_ad_bab,4.4,文案结构清晰，逻辑顺畅，能有效传达产品价值并引导用户决策。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案结构清晰，逻辑顺畅，能有效传达产品价值并引导用户决策。'}"
70,paid_ad_fab,4.0,文案开头极具吸引力，但整体略显冗长，部分细节可能不适合快速滑动的信息流广告场景。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案开头极具吸引力，但整体略显冗长，部分细节可能不适合快速滑动的信息流广告场景。'}"
71,social_media_review,4.5,真实感强，品牌契合度高,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '真实感强，品牌契合度高'}"
72,social_media_educational,4.75,专业科普，品牌契合度高,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普，品牌契合度高'}"
73,social_media_myth_busting,4.75,专业科普，破除误区,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普，破除误区'}"
74,social_media_storytelling,4.5,真实故事与专业融合出色,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '真实故事与专业融合出色'}"
75,ecommerce_long_form,5.0,专业严谨，信息清晰，信任感强,"{'score_professionalism_persuasion': 5, 'score_clarity_value': 5, 'score_trust_building': 5, 'critique': '专业严谨，信息清晰，信任感强'}"
76,paid_ad_cta,5.0,钩子极具冲击力，能迅速激发好奇心并击中痛点，完美符合信息流广告的短平快要求。,"{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '钩子极具冲击力，能迅速激发好奇心并击中痛点，完美符合信息流广告的短平快要求。'}"
77,paid_ad_pas,4.8,极具冲击力的开头，能迅速激发好奇心或击中痛点,"{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '极具冲击力的开头，能迅速激发好奇心或击中痛点'}"
78,paid_ad_bab,5.0,精准痛点匹配，结果可视化，桥梁价值清晰,"{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '精准痛点匹配，结果可视化，桥梁价值清晰'}"
79,paid_ad_fab,4.2,文案简洁有力，科学验证数据增加了可信度，但CTA可以更明确。,"{'score_suitability_brevity': 4, 'score_click_appeal': 4, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，科学验证数据增加了可信度，但CTA可以更明确。'}"
80,social_media_review,4.0,真实感强，品牌契合度稍弱,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 3, 'score_instruction_following': 5, 'critique': '真实感强，品牌契合度稍弱'}"
81,social_media_educational,5.0,专业科普与品牌理念完美融合,"{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普与品牌理念完美融合'}"
82,social_media_myth_busting,4.75,专业科普，破除误区,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普，破除误区'}"
83,social_media_storytelling,4.0,情感真挚但专业感稍弱,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 3, 'score_instruction_following': 5, 'critique': '情感真挚但专业感稍弱'}"
84,ecommerce_long_form,5.0,专业精准，说服力强,"{'score_professionalism_persuasion': 5, 'score_clarity_value': 5, 'score_trust_building': 5, 'critique': '专业精准，说服力强'}"
85,paid_ad_cta,5.0,极具冲击力的开头迅速激发好奇心，完美结合品牌理念和产品特点。,"{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '极具冲击力的开头迅速激发好奇心，完美结合品牌理念和产品特点。'}"
86,paid_ad_pas,4.4,极具冲击力的开头能迅速抓住注意力，但行动号召部分可以更明确有力。,"{'score_suitability_brevity': 4, 'score_click_appeal': 5, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '极具冲击力的开头能迅速抓住注意力，但行动号召部分可以更明确有力。'}"
87,paid_ad_bab,4.4,文案简洁有力，符合信息流广告的快速阅读需求，但CTA部分可以更具吸引力。,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，符合信息流广告的快速阅读需求，但CTA部分可以更具吸引力。'}"
88,paid_ad_fab,4.8,文案简洁有力，核心信息突出，行动号召明确，但点击吸引力可进一步提升。,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，核心信息突出，行动号召明确，但点击吸引力可进一步提升。'}"
89,social_media_review,4.5,真实感强，品牌契合度高,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '真实感强，品牌契合度高'}"
90,social_media_educational,4.25,科普性强，品牌契合度高,"{'score_authenticity_immersion': 3, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '科普性强，品牌契合度高'}"
91,social_media_myth_busting,4.75,专业且引人入胜的护肤科普,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业且引人入胜的护肤科普'}"
92,social_media_storytelling,5.0,情感真挚，专业与温度并存,"{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '情感真挚，专业与温度并存'}"
93,ecommerce_long_form,5.0,专业性强，信息清晰，信任感高,"{'score_professionalism_persuasion': 5, 'score_clarity_value': 5, 'score_trust_building': 5, 'critique': '专业性强，信息清晰，信任感高'}"
94,paid_ad_cta,5.0,极具冲击力的开头和明确的行动号召，完美符合信息流广告的短平快要求。,"{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '极具冲击力的开头和明确的行动号召，完美符合信息流广告的短平快要求。'}"
95,paid_ad_pas,4.6,文案极具冲击力，能迅速激发好奇心或击中痛点，但CTA部分可以更有说服力。,"{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案极具冲击力，能迅速激发好奇心或击中痛点，但CTA部分可以更有说服力。'}"
96,paid_ad_bab,4.8,文案极具冲击力，能迅速激发好奇心或击中痛点，让我不点就难受。,"{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案极具冲击力，能迅速激发好奇心或击中痛点，让我不点就难受。'}"
97,paid_ad_fab,4.4,文案简洁有力，核心信息突出，但CTA部分略显模板化，缺乏更强的行动驱动力。,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，核心信息突出，但CTA部分略显模板化，缺乏更强的行动驱动力。'}"
98,social_media_review,4.75,真实感强，互动潜力高,"{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '真实感强，互动潜力高'}"
99,social_media_educational,4.75,科普专业，品牌契合度高,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '科普专业，品牌契合度高'}"
100,social_media_myth_busting,4.75,专业与情感完美融合,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业与情感完美融合'}"
101,social_media_storytelling,5.0,完美融合故事与品牌专业,"{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '完美融合故事与品牌专业'}"
102,ecommerce_long_form,5.0,专业性强，信息清晰，信任感高,"{'score_professionalism_persuasion': 5, 'score_clarity_value': 5, 'score_trust_building': 5, 'critique': '专业性强，信息清晰，信任感高'}"
103,paid_ad_cta,5.0,文案极具冲击力，能迅速激发好奇心并击中痛点，行动号召明确且有说服力。,"{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案极具冲击力，能迅速激发好奇心并击中痛点，行动号召明确且有说服力。'}"
